FL_DATE,AIRLINE,AIRLINE_DOT,AIRLINE_CODE,DOT_CODE,FL_NUMBER,ORIGIN,ORIGIN_CITY,DEST,DEST_CITY,CRS_DEP_TIME,DEP_TIME,DEP_DELAY,TAXI_OUT,WHEELS_OFF,WHEELS_ON,TAXI_IN,CRS_ARR_TIME,ARR_TIME,ARR_DELAY,CANCELLED,DIVERTED,CRS_ELAPSED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,FLIGHT_STATUS,YEAR,MONTH,year,month,DEP_TIME_MINUTES,WHEELS_OFF_MINUTES,ARR_TIME_MINUTES,WHEELS_ON_MINUTES,WHEELS_OFF_elapse,WHEELS_ON_elapse,Year,Quarter,Month,DayofMonth
2019-09-08,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,3775,BNA,"Nashville, TN",ATL,"Atlanta, GA",22:50:00,22:52:00,2.0,10.0,23:02:00,00:41:00,3.0,55,00:44:00,-11.0,0.0,0.0,65.0,52.0,39.0,214.0,0,2019,9,2019,9,1372,1382,44,41,10,3,2019,3,9,8
2023-05-18,Frontier Airlines Inc.,Frontier Airlines Inc.: F9,F9,20436,662,SFO,"San Francisco, CA",DEN,"Denver, CO",14:37:00,14:29:00,-8.0,21.0,14:50:00,17:55:00,13.0,1814,18:08:00,-6.0,0.0,0.0,157.0,159.0,125.0,967.0,0,2023,5,2023,5,869,890,1088,1075,21,13,2023,2,5,18
2023-06-17,Republic Airline,Republic Airline: YX,YX,20452,3499,CVG,"Cincinnati, OH",ORD,"Chicago, IL",12:46:00,12:38:00,-8.0,10.0,12:48:00,12:41:00,28.0,1315,13:09:00,-6.0,0.0,0.0,89.0,91.0,53.0,264.0,0,2023,6,2023,6,758,768,789,761,10,28,2023,2,6,17
2021-03-24,Endeavor Air Inc.,Endeavor Air Inc.: 9E,9E,20363,5198,FWA,"Fort Wayne, IN",ATL,"Atlanta, GA",06:00:00,05:53:00,-7.0,14.0,06:07:00,07:30:00,5.0,805,07:35:00,-30.0,0.0,0.0,125.0,102.0,83.0,508.0,0,2021,3,2021,3,353,367,455,450,14,5,2021,1,3,24
2021-07-21,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,2485,MDW,"Chicago, IL",ATL,"Atlanta, GA",16:35:00,16:31:00,-4.0,13.0,16:44:00,19:09:00,8.0,1929,19:17:00,-12.0,0.0,0.0,114.0,106.0,85.0,591.0,0,2021,7,2021,7,991,1004,1157,1149,13,8,2021,3,7,21
2019-03-20,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,1075,XNA,"Fayetteville, AR",DFW,"Dallas/Fort Worth, TX",12:35:00,12:26:00,-9.0,11.0,12:37:00,13:39:00,5.0,1353,13:44:00,-9.0,0.0,0.0,78.0,78.0,62.0,280.0,0,2019,3,2019,3,746,757,824,819,11,5,2019,1,3,20
2023-08-21,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,1318,RNO,"Reno, NV",DEN,"Denver, CO",18:36:00,18:23:00,-13.0,13.0,18:36:00,21:23:00,6.0,2153,21:29:00,-24.0,0.0,0.0,137.0,126.0,107.0,804.0,0,2023,8,2023,8,1103,1116,1289,1283,13,6,2023,3,8,21
2022-07-02,Frontier Airlines Inc.,Frontier Airlines Inc.: F9,F9,20436,1013,MCO,"Orlando, FL",ATL,"Atlanta, GA",13:17:00,14:26:00,69.0,53.0,15:19:00,16:26:00,8.0,1454,16:34:00,100.0,0.0,0.0,97.0,128.0,67.0,404.0,1,2022,7,2022,7,866,919,994,986,53,8,2022,3,7,2
2022-07-14,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,5092,CMX,"Hancock/Houghton, MI",ORD,"Chicago, IL",08:54:00,08:51:00,-3.0,11.0,09:02:00,09:00:00,15.0,932,09:15:00,-17.0,0.0,0.0,98.0,84.0,58.0,360.0,0,2022,7,2022,7,531,542,555,540,11,15,2022,3,7,14
2020-05-23,Republic Airline,Republic Airline: YX,YX,20452,3436,OMA,"Omaha, NE",ORD,"Chicago, IL",15:15:00,16:02:00,47.0,11.0,16:13:00,17:19:00,8.0,1658,17:27:00,29.0,0.0,0.0,103.0,85.0,66.0,416.0,1,2020,5,2020,5,962,973,1047,1039,11,8,2020,2,5,23
2021-10-01,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,3198,SFO,"San Francisco, CA",LAX,"Los Angeles, CA",08:45:00,11:21:00,156.0,10.0,11:31:00,12:26:00,11.0,1026,12:37:00,131.0,0.0,0.0,101.0,76.0,55.0,337.0,1,2021,10,2021,10,681,691,757,746,10,11,2021,4,10,1
2022-01-07,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,3273,PVD,"Providence, RI",ORD,"Chicago, IL",07:30:00,07:25:00,-5.0,47.0,08:12:00,09:19:00,19.0,937,09:38:00,1.0,0.0,0.0,187.0,193.0,127.0,849.0,0,2022,1,2022,1,445,492,578,559,47,19,2022,1,1,7
2021-12-30,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,935,SAT,"San Antonio, TX",ATL,"Atlanta, GA",06:20:00,06:23:00,3.0,6.0,06:29:00,09:17:00,20.0,935,09:37:00,2.0,0.0,0.0,135.0,134.0,108.0,874.0,0,2021,12,2021,12,383,389,577,557,6,20,2021,4,12,30
2021-11-20,PSA Airlines Inc.,PSA Airlines Inc.: OH,OH,20397,5519,TUL,"Tulsa, OK",CLT,"Charlotte, NC",15:36:00,15:30:00,-6.0,13.0,15:43:00,18:26:00,20.0,1900,18:46:00,-14.0,0.0,0.0,144.0,136.0,103.0,842.0,0,2021,11,2021,11,930,943,1126,1106,13,20,2021,4,11,20
2022-11-28,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,798,ORD,"Chicago, IL",ATL,"Atlanta, GA",10:36:00,10:32:00,-4.0,15.0,10:47:00,13:12:00,5.0,1335,13:17:00,-18.0,0.0,0.0,119.0,105.0,85.0,606.0,0,2022,11,2022,11,632,647,797,792,15,5,2022,4,11,28
2020-12-01,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,1272,DFW,"Dallas/Fort Worth, TX",ATL,"Atlanta, GA",20:10:00,20:06:00,-4.0,38.0,20:44:00,23:18:00,4.0,2312,23:22:00,10.0,0.0,0.0,122.0,136.0,94.0,731.0,0,2020,12,2020,12,1206,1244,1402,1398,38,4,2020,4,12,1
2019-09-16,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,1725,RNO,"Reno, NV",LAX,"Los Angeles, CA",06:00:00,05:58:00,-2.0,7.0,06:05:00,07:12:00,11.0,730,07:23:00,-7.0,0.0,0.0,90.0,85.0,67.0,391.0,0,2019,9,2019,9,358,365,443,432,7,11,2019,3,9,16
2019-04-13,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,801,PHL,"Philadelphia, PA",ORD,"Chicago, IL",13:30:00,13:27:00,-3.0,11.0,13:38:00,14:34:00,9.0,1502,14:43:00,-19.0,0.0,0.0,152.0,136.0,116.0,678.0,0,2019,4,2019,4,807,818,883,874,11,9,2019,2,4,13
2022-09-01,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,447,PHX,"Phoenix, AZ",ORD,"Chicago, IL",07:00:00,06:59:00,-1.0,17.0,07:16:00,12:15:00,10.0,1231,12:25:00,-6.0,0.0,0.0,211.0,206.0,179.0,1440.0,0,2022,9,2022,9,419,436,745,735,17,10,2022,3,9,1
2019-10-20,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,1351,FSD,"Sioux Falls, SD",ATL,"Atlanta, GA",06:15:00,06:07:00,-8.0,14.0,06:21:00,09:37:00,7.0,938,09:44:00,6.0,0.0,0.0,143.0,157.0,136.0,954.0,0,2019,10,2019,10,367,381,584,577,14,7,2019,4,10,20
2023-05-07,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,2913,STL,"St. Louis, MO",ORD,"Chicago, IL",11:00:00,10:59:00,-1.0,27.0,11:26:00,12:13:00,12.0,1216,12:25:00,9.0,0.0,0.0,76.0,86.0,47.0,258.0,0,2023,5,2023,5,659,686,745,733,27,12,2023,2,5,7
2022-02-11,Spirit Air Lines,Spirit Air Lines: NK,NK,20416,706,DTW,"Detroit, MI",LAX,"Los Angeles, CA",22:45:00,22:42:00,-3.0,9.0,22:51:00,00:08:00,31.0,40,00:39:00,-1.0,0.0,0.0,295.0,297.0,257.0,1979.0,0,2022,2,2022,2,1362,1371,39,8,9,31,2022,1,2,11
2023-03-19,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,1611,DTW,"Detroit, MI",ATL,"Atlanta, GA",06:29:00,08:08:00,99.0,23.0,08:31:00,09:59:00,20.0,845,10:19:00,94.0,0.0,0.0,136.0,131.0,88.0,594.0,1,2023,3,2023,3,488,511,619,599,23,20,2023,1,3,19
2022-10-01,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,2275,BOS,"Boston, MA",CLT,"Charlotte, NC",10:51:00,10:47:00,-4.0,16.0,11:03:00,12:52:00,5.0,1315,12:57:00,-18.0,0.0,0.0,144.0,130.0,109.0,728.0,0,2022,10,2022,10,647,663,777,772,16,5,2022,4,10,1
2022-07-08,Spirit Air Lines,Spirit Air Lines: NK,NK,20416,267,PHL,"Philadelphia, PA",LAX,"Los Angeles, CA",16:40:00,16:32:00,-8.0,12.0,16:44:00,18:58:00,8.0,1925,19:06:00,-19.0,0.0,0.0,345.0,334.0,314.0,2402.0,0,2022,7,2022,7,992,1004,1146,1138,12,8,2022,3,7,8
2020-09-08,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,1035,SLC,"Salt Lake City, UT",DEN,"Denver, CO",14:31:00,14:26:00,-5.0,47.0,15:13:00,16:20:00,15.0,1554,16:35:00,41.0,0.0,0.0,83.0,129.0,67.0,391.0,1,2020,9,2020,9,866,913,995,980,47,15,2020,3,9,8
2022-09-21,Envoy Air,Envoy Air: MQ,MQ,20398,4193,MFE,"Mission/McAllen/Edinburg, TX",DFW,"Dallas/Fort Worth, TX",17:26:00,17:23:00,-3.0,7.0,17:30:00,18:45:00,11.0,1901,18:56:00,-5.0,0.0,0.0,95.0,93.0,75.0,469.0,0,2022,9,2022,9,1043,1050,1136,1125,7,11,2022,3,9,21
2020-01-11,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,2351,SBA,"Santa Barbara, CA",DEN,"Denver, CO",12:55:00,12:38:00,-17.0,16.0,12:54:00,15:48:00,4.0,1625,15:52:00,-33.0,0.0,0.0,150.0,134.0,114.0,916.0,0,2020,1,2020,1,758,774,952,948,16,4,2020,1,1,11
2020-03-09,Endeavor Air Inc.,Endeavor Air Inc.: 9E,9E,20363,5377,JFK,"New York, NY",DFW,"Dallas/Fort Worth, TX",13:45:00,13:37:00,-8.0,24.0,14:01:00,16:30:00,14.0,1713,16:44:00,-29.0,0.0,0.0,268.0,247.0,209.0,1391.0,0,2020,3,2020,3,817,841,1004,990,24,14,2020,1,3,9
2021-03-06,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,2505,IND,"Indianapolis, IN",ATL,"Atlanta, GA",10:49:00,10:44:00,-5.0,11.0,10:55:00,11:58:00,8.0,1217,12:06:00,-11.0,0.0,0.0,88.0,82.0,63.0,432.0,0,2021,3,2021,3,644,655,726,718,11,8,2021,1,3,6
2019-04-27,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,227,LAS,"Las Vegas, NV",DFW,"Dallas/Fort Worth, TX",10:52:00,10:43:00,-9.0,12.0,10:55:00,15:00:00,9.0,1530,15:09:00,-21.0,0.0,0.0,158.0,146.0,125.0,1055.0,0,2019,4,2019,4,643,655,909,900,12,9,2019,2,4,27
2021-05-02,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,1768,MSY,"New Orleans, LA",DFW,"Dallas/Fort Worth, TX",09:30:00,09:25:00,-5.0,12.0,09:37:00,11:20:00,8.0,1115,11:28:00,13.0,0.0,0.0,105.0,123.0,103.0,447.0,1,2021,5,2021,5,565,577,688,680,12,8,2021,2,5,2
2020-09-30,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,2979,BIS,"Bismarck/Mandan, ND",DFW,"Dallas/Fort Worth, TX",06:00:00,05:50:00,-10.0,15.0,06:05:00,08:04:00,7.0,845,08:11:00,-34.0,0.0,0.0,165.0,141.0,119.0,977.0,0,2020,9,2020,9,350,365,491,484,15,7,2020,3,9,30
2022-09-27,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,1672,MCO,"Orlando, FL",DFW,"Dallas/Fort Worth, TX",13:06:00,13:03:00,-3.0,13.0,13:16:00,14:31:00,6.0,1457,14:37:00,-20.0,0.0,0.0,171.0,154.0,135.0,985.0,0,2022,9,2022,9,783,796,877,871,13,6,2022,3,9,27
2020-11-22,Spirit Air Lines,Spirit Air Lines: NK,NK,20416,1,FLL,"Fort Lauderdale, FL",ORD,"Chicago, IL",20:55:00,20:54:00,-1.0,9.0,21:03:00,22:42:00,7.0,2313,22:49:00,-24.0,0.0,0.0,198.0,175.0,159.0,1182.0,0,2020,11,2020,11,1254,1263,1369,1362,9,7,2020,4,11,22
2020-06-02,JetBlue Airways,JetBlue Airways: B6,B6,20409,493,BOS,"Boston, MA",DEN,"Denver, CO",08:00:00,07:48:00,-12.0,15.0,08:03:00,10:00:00,10.0,1032,10:10:00,-22.0,0.0,0.0,272.0,262.0,237.0,1754.0,0,2020,6,2020,6,468,483,610,600,15,10,2020,2,6,2
2020-07-30,PSA Airlines Inc.,PSA Airlines Inc.: OH,OH,20397,5235,EWN,"New Bern/Morehead/Beaufort, NC",CLT,"Charlotte, NC",17:55:00,17:48:00,-7.0,11.0,17:59:00,18:54:00,7.0,1908,19:01:00,-7.0,0.0,0.0,73.0,73.0,55.0,221.0,0,2020,7,2020,7,1068,1079,1141,1134,11,7,2020,3,7,30
2023-03-13,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,729,SFO,"San Francisco, CA",LAX,"Los Angeles, CA",06:00:00,05:55:00,-5.0,14.0,06:09:00,07:00:00,7.0,733,07:07:00,-26.0,0.0,0.0,93.0,72.0,51.0,337.0,0,2023,3,2023,3,355,369,427,420,14,7,2023,1,3,13
2023-02-20,Spirit Air Lines,Spirit Air Lines: NK,NK,20416,1044,MSP,"Minneapolis, MN",LAX,"Los Angeles, CA",14:00:00,14:06:00,6.0,14.0,14:20:00,15:41:00,9.0,1500,15:50:00,50.0,0.0,0.0,180.0,224.0,201.0,1535.0,1,2023,2,2023,2,846,860,950,941,14,9,2023,1,2,20
2019-09-21,PSA Airlines Inc.,PSA Airlines Inc.: OH,OH,20397,5522,OMA,"Omaha, NE",CLT,"Charlotte, NC",12:02:00,11:57:00,-5.0,10.0,12:07:00,15:02:00,21.0,1550,15:23:00,-27.0,0.0,0.0,168.0,146.0,115.0,913.0,0,2019,9,2019,9,717,727,923,902,10,21,2019,3,9,21
2019-01-23,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,1150,DTW,"Detroit, MI",ORD,"Chicago, IL",06:25:00,15:55:00,570.0,11.0,16:06:00,15:56:00,4.0,649,16:00:00,551.0,0.0,0.0,84.0,65.0,50.0,235.0,1,2019,1,2019,1,955,966,960,956,11,4,2019,1,1,23
2022-02-10,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,1028,TLH,"Tallahassee, FL",ATL,"Atlanta, GA",18:28:00,18:51:00,23.0,25.0,19:16:00,20:02:00,4.0,1949,20:06:00,17.0,0.0,0.0,81.0,75.0,46.0,223.0,1,2022,2,2022,2,1131,1156,1206,1202,25,4,2022,1,2,10
2021-09-09,PSA Airlines Inc.,PSA Airlines Inc.: OH,OH,20397,5502,ABE,"Allentown/Bethlehem/Easton, PA",CLT,"Charlotte, NC",17:10:00,17:21:00,11.0,10.0,17:31:00,18:56:00,3.0,1920,18:59:00,-21.0,0.0,0.0,130.0,98.0,85.0,481.0,0,2021,9,2021,9,1041,1051,1139,1136,10,3,2021,3,9,9
2019-07-08,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,3186,RST,"Rochester, MN",ORD,"Chicago, IL",05:20:00,05:08:00,-12.0,9.0,05:17:00,06:03:00,9.0,639,06:12:00,-27.0,0.0,0.0,79.0,64.0,46.0,268.0,0,2019,7,2019,7,308,317,372,363,9,9,2019,3,7,8
2021-01-11,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,1278,EWR,"Newark, NJ",DFW,"Dallas/Fort Worth, TX",15:54:00,15:45:00,-9.0,11.0,15:56:00,18:22:00,6.0,1913,18:28:00,-45.0,0.0,0.0,259.0,223.0,206.0,1372.0,0,2021,1,2021,1,945,956,1108,1102,11,6,2021,1,1,11
2022-08-14,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,3023,LAX,"Los Angeles, CA",DEN,"Denver, CO",17:00:00,16:51:00,-9.0,24.0,17:15:00,20:15:00,15.0,2030,20:30:00,0.0,0.0,0.0,150.0,159.0,120.0,862.0,0,2022,8,2022,8,1011,1035,1230,1215,24,15,2022,3,8,14
2020-12-14,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,280,RAP,"Rapid City, SD",DEN,"Denver, CO",07:15:00,07:14:00,-1.0,12.0,07:26:00,08:19:00,7.0,837,08:26:00,-11.0,0.0,0.0,82.0,72.0,53.0,300.0,0,2020,12,2020,12,434,446,506,499,12,7,2020,4,12,14
2023-03-25,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,219,BOS,"Boston, MA",DFW,"Dallas/Fort Worth, TX",16:13:00,16:06:00,-7.0,23.0,16:29:00,19:43:00,24.0,1952,20:07:00,15.0,0.0,0.0,279.0,301.0,254.0,1562.0,1,2023,3,2023,3,966,989,1207,1183,23,24,2023,1,3,25
2019-07-14,Mesa Airlines Inc.,Mesa Airlines Inc.: YV,YV,20378,5967,CRP,"Corpus Christi, TX",DFW,"Dallas/Fort Worth, TX",05:00:00,04:49:00,-11.0,13.0,05:02:00,05:59:00,6.0,625,06:05:00,-20.0,0.0,0.0,85.0,76.0,57.0,354.0,0,2019,7,2019,7,289,302,365,359,13,6,2019,3,7,14
2021-05-16,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,535,BOI,"Boise, ID",DFW,"Dallas/Fort Worth, TX",15:32:00,15:32:00,0.0,11.0,15:43:00,19:40:00,8.0,1951,19:48:00,-3.0,0.0,0.0,199.0,196.0,177.0,1272.0,0,2021,5,2021,5,932,943,1188,1180,11,8,2021,2,5,16
2020-05-06,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,5490,SBN,"South Bend, IN",ORD,"Chicago, IL",16:15:00,16:02:00,-13.0,9.0,16:11:00,15:42:00,6.0,1617,15:48:00,-29.0,0.0,0.0,62.0,46.0,31.0,84.0,0,2020,5,2020,5,962,971,948,942,9,6,2020,2,5,6
2019-11-07,JetBlue Airways,JetBlue Airways: B6,B6,20409,623,JFK,"New York, NY",LAX,"Los Angeles, CA",14:29:00,14:29:00,0.0,18.0,14:47:00,17:34:00,10.0,1744,17:44:00,0.0,0.0,0.0,375.0,375.0,347.0,2475.0,0,2019,11,2019,11,869,887,1064,1054,18,10,2019,4,11,7
2023-08-21,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,3153,IDA,"Idaho Falls, ID",DFW,"Dallas/Fort Worth, TX",06:00:00,05:50:00,-10.0,21.0,06:11:00,09:42:00,8.0,1009,09:50:00,-19.0,0.0,0.0,189.0,180.0,151.0,1095.0,0,2023,8,2023,8,350,371,590,582,21,8,2023,3,8,21
2019-08-11,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,2848,IND,"Indianapolis, IN",ATL,"Atlanta, GA",08:05:00,07:59:00,-6.0,12.0,08:11:00,09:13:00,10.0,942,09:23:00,-19.0,0.0,0.0,97.0,84.0,62.0,432.0,0,2019,8,2019,8,479,491,563,553,12,10,2019,3,8,11
2019-12-30,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,2337,OKC,"Oklahoma City, OK",DFW,"Dallas/Fort Worth, TX",05:00:00,04:55:00,-5.0,13.0,05:08:00,05:46:00,6.0,610,05:52:00,-18.0,0.0,0.0,70.0,57.0,38.0,175.0,0,2019,12,2019,12,295,308,352,346,13,6,2019,4,12,30
2021-08-31,Endeavor Air Inc.,Endeavor Air Inc.: 9E,9E,20363,4815,MLI,"Moline, IL",ATL,"Atlanta, GA",12:30:00,12:25:00,-5.0,7.0,12:32:00,14:59:00,8.0,1525,15:07:00,-18.0,0.0,0.0,115.0,102.0,87.0,633.0,0,2021,8,2021,8,745,752,907,899,7,8,2021,3,8,31
2023-04-10,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,2342,SAT,"San Antonio, TX",DFW,"Dallas/Fort Worth, TX",07:00:00,06:54:00,-6.0,9.0,07:03:00,07:48:00,10.0,814,07:58:00,-16.0,0.0,0.0,74.0,64.0,45.0,247.0,0,2023,4,2023,4,414,423,478,468,9,10,2023,2,4,10
2023-03-12,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,2463,PNS,"Pensacola, FL",ATL,"Atlanta, GA",06:30:00,06:22:00,-8.0,11.0,06:33:00,08:23:00,22.0,850,08:45:00,-5.0,0.0,0.0,80.0,83.0,50.0,271.0,0,2023,3,2023,3,382,393,525,503,11,22,2023,1,3,12
2021-09-19,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,1966,SEA,"Seattle, WA",LAX,"Los Angeles, CA",08:55:00,08:44:00,-11.0,16.0,09:00:00,11:03:00,14.0,1137,11:17:00,-20.0,0.0,0.0,162.0,153.0,123.0,954.0,0,2021,9,2021,9,524,540,677,663,16,14,2021,3,9,19
2021-03-01,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,637,LAX,"Los Angeles, CA",DFW,"Dallas/Fort Worth, TX",10:30:00,10:29:00,-1.0,14.0,10:43:00,15:17:00,6.0,1532,15:23:00,-9.0,0.0,0.0,182.0,174.0,154.0,1235.0,0,2021,3,2021,3,629,643,923,917,14,6,2021,1,3,1
2022-10-17,Alaska Airlines Inc.,Alaska Airlines Inc.: AS,AS,19930,22,SEA,"Seattle, WA",ORD,"Chicago, IL",12:35:00,12:34:00,-1.0,18.0,12:52:00,18:24:00,13.0,1837,18:37:00,0.0,0.0,0.0,242.0,243.0,212.0,1721.0,0,2022,10,2022,10,754,772,1117,1104,18,13,2022,4,10,17
2022-05-26,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,2674,CHS,"Charleston, SC",ATL,"Atlanta, GA",07:35:00,07:28:00,-7.0,14.0,07:42:00,08:30:00,8.0,848,08:38:00,-10.0,0.0,0.0,73.0,70.0,48.0,259.0,0,2022,5,2022,5,448,462,518,510,14,8,2022,2,5,26
2019-01-02,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,3780,RIC,"Richmond, VA",ATL,"Atlanta, GA",17:55:00,18:05:00,10.0,28.0,18:33:00,20:18:00,9.0,1945,20:27:00,42.0,0.0,0.0,110.0,142.0,105.0,481.0,1,2019,1,2019,1,1085,1113,1227,1218,28,9,2019,1,1,2
2021-01-17,Envoy Air,Envoy Air: MQ,MQ,20398,4042,HSV,"Huntsville, AL",DFW,"Dallas/Fort Worth, TX",15:24:00,15:28:00,4.0,12.0,15:40:00,17:25:00,11.0,1740,17:36:00,-4.0,0.0,0.0,136.0,128.0,105.0,603.0,0,2021,1,2021,1,928,940,1056,1045,12,11,2021,1,1,17
2023-07-16,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,2190,IAH,"Houston, TX",LAX,"Los Angeles, CA",10:08:00,10:08:00,0.0,24.0,10:32:00,11:22:00,7.0,1135,11:29:00,-6.0,0.0,0.0,207.0,201.0,170.0,1379.0,0,2023,7,2023,7,608,632,689,682,24,7,2023,3,7,16
2019-05-22,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,1613,IND,"Indianapolis, IN",ATL,"Atlanta, GA",14:34:00,14:57:00,23.0,13.0,15:10:00,16:22:00,5.0,1612,16:27:00,15.0,0.0,0.0,98.0,90.0,72.0,432.0,1,2019,5,2019,5,897,910,987,982,13,5,2019,2,5,22
2023-02-17,Envoy Air,Envoy Air: MQ,MQ,20398,3970,HSV,"Huntsville, AL",DFW,"Dallas/Fort Worth, TX",13:20:00,13:27:00,7.0,17.0,13:44:00,15:30:00,10.0,1537,15:40:00,3.0,0.0,0.0,137.0,133.0,106.0,603.0,0,2023,2,2023,2,807,824,940,930,17,10,2023,1,2,17
2019-10-06,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,3936,MGM,"Montgomery, AL",ATL,"Atlanta, GA",08:00:00,08:01:00,1.0,18.0,08:19:00,09:50:00,16.0,1008,10:06:00,-2.0,0.0,0.0,68.0,65.0,31.0,147.0,0,2019,10,2019,10,481,499,606,590,18,16,2019,4,10,6
2023-06-21,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,2234,ORD,"Chicago, IL",LAX,"Los Angeles, CA",10:51:00,11:20:00,29.0,20.0,11:40:00,13:31:00,20.0,1318,13:51:00,33.0,0.0,0.0,267.0,271.0,231.0,1744.0,1,2023,6,2023,6,680,700,831,811,20,20,2023,2,6,21
2020-02-23,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,336,DEN,"Denver, CO",ORD,"Chicago, IL",11:17:00,11:11:00,-6.0,12.0,11:23:00,14:16:00,15.0,1448,14:31:00,-17.0,0.0,0.0,151.0,140.0,113.0,888.0,0,2020,2,2020,2,671,683,871,856,12,15,2020,1,2,23
2022-04-12,Spirit Air Lines,Spirit Air Lines: NK,NK,20416,667,BWI,"Baltimore, MD",DFW,"Dallas/Fort Worth, TX",15:15:00,16:23:00,68.0,11.0,16:34:00,18:26:00,44.0,1742,19:10:00,88.0,0.0,0.0,207.0,227.0,172.0,1217.0,1,2022,4,2022,4,983,994,1150,1106,11,44,2022,2,4,12
2022-04-09,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,5676,SBP,"San Luis Obispo, CA",DEN,"Denver, CO",05:15:00,05:08:00,-7.0,17.0,05:25:00,08:28:00,8.0,859,08:36:00,-23.0,0.0,0.0,164.0,148.0,123.0,931.0,0,2022,4,2022,4,308,325,516,508,17,8,2022,2,4,9
2019-10-27,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,1276,MIA,"Miami, FL",DFW,"Dallas/Fort Worth, TX",13:40:00,13:43:00,3.0,14.0,13:57:00,15:31:00,15.0,1545,15:46:00,1.0,0.0,0.0,185.0,183.0,154.0,1121.0,0,2019,10,2019,10,823,837,946,931,14,15,2019,4,10,27
2021-04-15,Republic Airline,Republic Airline: YX,YX,20452,4927,VPS,"Valparaiso, FL",ORD,"Chicago, IL",13:30:00,13:25:00,-5.0,15.0,13:40:00,15:41:00,12.0,1610,15:53:00,-17.0,0.0,0.0,160.0,148.0,121.0,796.0,0,2021,4,2021,4,805,820,953,941,15,12,2021,2,4,15
2020-10-21,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,1911,RIC,"Richmond, VA",CLT,"Charlotte, NC",06:43:00,06:39:00,-4.0,33.0,07:12:00,08:09:00,3.0,800,08:12:00,12.0,0.0,0.0,77.0,93.0,57.0,257.0,1,2020,10,2020,10,399,432,492,489,33,3,2020,4,10,21
2019-09-09,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,1746,MIA,"Miami, FL",ATL,"Atlanta, GA",10:02:00,09:57:00,-5.0,12.0,10:09:00,11:32:00,6.0,1153,11:38:00,-15.0,0.0,0.0,111.0,101.0,83.0,594.0,0,2019,9,2019,9,597,609,698,692,12,6,2019,3,9,9
